# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 344         4.447       51.962      -4.30       Rotterdam   
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# EV24      : Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)
# STN,YYYYMMDD,   RH, EV24
  344,19561001,     ,     
  344,19561002,     ,     
  344,19561003,     ,     
  344,19561004,     ,     
  344,19561005,     ,     
  344,19561006,     ,     
  344,19561007,     ,     
  344,19561008,     ,     
  344,19561009,     ,     
  344,19561010,     ,     
  344,19561011,     ,     
  344,19561012,     ,     
  344,19561013,     ,     
  344,19561014,     ,     
  344,19561015,     ,     
  344,19561016,     ,     
  344,19561017,     ,     
  344,19561018,     ,     
  344,19561019,     ,     
  344,19561020,     ,     
  344,19561021,     ,     
  344,19561022,     ,     
  344,19561023,     ,     
  344,19561024,     ,     
  344,19561025,     ,     
  344,19561026,     ,     
  344,19561027,     ,     
  344,19561028,     ,     
  344,19561029,     ,     
  344,19561030,     ,     
  344,19561031,     ,     
  344,19561101,     ,     
  344,19561102,     ,     
  344,19561103,     ,     
  344,19561104,     ,     
  344,19561105,     ,     
  344,19561106,     ,     
  344,19561107,     ,     
  344,19561108,     ,     
  344,19561109,     ,     
  344,19561110,     ,     
  344,19561111,     ,     
  344,19561112,     ,     
  344,19561113,     ,     
  344,19561114,     ,     
  344,19561115,     ,     
  344,19561116,     ,     
  344,19561117,     ,     
  344,19561118,     ,     
  344,19561119,     ,     
  344,19561120,     ,     
  344,19561121,     ,     
  344,19561122,     ,     
  344,19561123,     ,     
  344,19561124,     ,     
  344,19561125,     ,     
  344,19561126,     ,     
  344,19561127,     ,     
  344,19561128,     ,     
  344,19561129,     ,     
  344,19561130,     ,     
  344,19561201,     ,     
  344,19561202,     ,     
  344,19561203,     ,     
  344,19561204,     ,     
  344,19561205,     ,     
  344,19561206,     ,     
  344,19561207,     ,     
  344,19561208,     ,     
  344,19561209,     ,     
  344,19561210,     ,     
  344,19561211,     ,     
  344,19561212,     ,     
  344,19561213,     ,     
  344,19561214,     ,     
  344,19561215,     ,     
  344,19561216,     ,     
  344,19561217,     ,     
  344,19561218,     ,     
  344,19561219,     ,     
  344,19561220,     ,     
  344,19561221,     ,     
  344,19561222,     ,     
  344,19561223,     ,     
  344,19561224,     ,     
  344,19561225,     ,     
  344,19561226,     ,     
  344,19561227,     ,     
  344,19561228,     ,     
  344,19561229,     ,     
  344,19561230,     ,     
  344,19561231,     ,     
  344,19570101,     ,     
  344,19570102,     ,     
  344,19570103,     ,     
  344,19570104,     ,     
  344,19570105,     ,     
  344,19570106,     ,     
  344,19570107,     ,     
  344,19570108,     ,     
  344,19570109,     ,     
  344,19570110,     ,     
  344,19570111,     ,     
  344,19570112,     ,     
  344,19570113,     ,     
  344,19570114,     ,     
  344,19570115,     ,     
  344,19570116,     ,     
  344,19570117,     ,     
  344,19570118,     ,     
  344,19570119,     ,     
  344,19570120,     ,     
  344,19570121,     ,     
  344,19570122,     ,     
  344,19570123,     ,     
  344,19570124,     ,     
  344,19570125,     ,     
  344,19570126,     ,     
  344,19570127,     ,     
  344,19570128,     ,     
  344,19570129,     ,     
  344,19570130,     ,     
  344,19570131,     ,     
  344,19570201,     ,     
  344,19570202,     ,     
  344,19570203,     ,     
  344,19570204,     ,     
  344,19570205,     ,     
  344,19570206,     ,     
  344,19570207,     ,     
  344,19570208,     ,     
  344,19570209,     ,     
  344,19570210,     ,     
  344,19570211,     ,     
  344,19570212,     ,     
  344,19570213,     ,     
  344,19570214,     ,     
  344,19570215,     ,     
  344,19570216,     ,     
  344,19570217,     ,     
  344,19570218,     ,     
  344,19570219,     ,     
  344,19570220,     ,     
  344,19570221,     ,     
  344,19570222,     ,     
  344,19570223,     ,     
  344,19570224,     ,     
  344,19570225,     ,     
  344,19570226,     ,     
  344,19570227,     ,     
  344,19570228,     ,     
  344,19570301,     ,     
  344,19570302,     ,     
  344,19570303,     ,     
  344,19570304,     ,     
  344,19570305,     ,     
  344,19570306,     ,     
  344,19570307,     ,     
  344,19570308,     ,     
  344,19570309,     ,     
  344,19570310,     ,     
  344,19570311,     ,     
  344,19570312,     ,     
  344,19570313,     ,     
  344,19570314,     ,     
  344,19570315,     ,     
  344,19570316,     ,     
  344,19570317,     ,     
  344,19570318,     ,     
  344,19570319,     ,     
  344,19570320,     ,     
  344,19570321,     ,     
  344,19570322,     ,     
  344,19570323,     ,     
  344,19570324,     ,     
  344,19570325,     ,     
  344,19570326,     ,     
  344,19570327,     ,     
  344,19570328,     ,     
  344,19570329,     ,     
  344,19570330,     ,     
  344,19570331,     ,     
  344,19570401,     ,     
  344,19570402,     ,     
  344,19570403,     ,     
  344,19570404,     ,     
  344,19570405,     ,     
  344,19570406,     ,     
  344,19570407,     ,     
  344,19570408,     ,     
  344,19570409,     ,     
  344,19570410,     ,     
  344,19570411,     ,     
  344,19570412,     ,     
  344,19570413,     ,     
  344,19570414,     ,     
  344,19570415,     ,     
  344,19570416,     ,     
  344,19570417,     ,     
  344,19570418,     ,     
  344,19570419,     ,     
  344,19570420,     ,     
  344,19570421,     ,     
  344,19570422,     ,     
  344,19570423,     ,     
  344,19570424,     ,     
  344,19570425,     ,     
  344,19570426,     ,     
  344,19570427,     ,     
  344,19570428,     ,     
  344,19570429,     ,     
  344,19570430,     ,     
  344,19570501,     ,     
  344,19570502,     ,     
  344,19570503,     ,     
  344,19570504,     ,     
  344,19570505,     ,     
  344,19570506,     ,     
  344,19570507,     ,     
  344,19570508,     ,     
  344,19570509,     ,     
  344,19570510,     ,     
  344,19570511,     ,     
  344,19570512,     ,     
  344,19570513,     ,     
  344,19570514,     ,     
  344,19570515,     ,     
  344,19570516,     ,     
  344,19570517,     ,     
  344,19570518,     ,     
  344,19570519,     ,     
  344,19570520,     ,     
  344,19570521,     ,     
  344,19570522,     ,     
  344,19570523,     ,     
  344,19570524,     ,     
  344,19570525,     ,     
  344,19570526,     ,     
  344,19570527,     ,     
  344,19570528,     ,     
  344,19570529,     ,     
  344,19570530,     ,     
  344,19570531,     ,     
  344,19570601,     ,     
  344,19570602,     ,     
  344,19570603,     ,     
  344,19570604,     ,     
  344,19570605,     ,     
  344,19570606,     ,     
  344,19570607,     ,     
  344,19570608,     ,     
  344,19570609,     ,     
  344,19570610,     ,     
  344,19570611,     ,     
  344,19570612,     ,     
  344,19570613,     ,     
  344,19570614,     ,     
  344,19570615,     ,     
  344,19570616,     ,     
  344,19570617,     ,     
  344,19570618,     ,     
  344,19570619,     ,     
  344,19570620,     ,     
  344,19570621,     ,     
  344,19570622,     ,     
  344,19570623,     ,     
  344,19570624,     ,     
  344,19570625,     ,     
  344,19570626,     ,     
  344,19570627,     ,     
  344,19570628,     ,     
  344,19570629,     ,     
  344,19570630,     ,     
  344,19570701,     ,     
  344,19570702,     ,     
  344,19570703,     ,     
  344,19570704,     ,     
  344,19570705,     ,     
  344,19570706,     ,     
  344,19570707,     ,     
  344,19570708,     ,     
  344,19570709,     ,     
  344,19570710,     ,     
  344,19570711,     ,     
  344,19570712,     ,     
  344,19570713,     ,     
  344,19570714,     ,     
  344,19570715,     ,     
  344,19570716,     ,     
  344,19570717,     ,     
  344,19570718,     ,     
  344,19570719,     ,     
  344,19570720,     ,     
  344,19570721,     ,     
  344,19570722,     ,     
  344,19570723,     ,     
  344,19570724,     ,     
  344,19570725,     ,     
  344,19570726,     ,     
  344,19570727,     ,     
  344,19570728,     ,     
  344,19570729,     ,     
  344,19570730,     ,     
  344,19570731,     ,     
  344,19570801,     ,     
  344,19570802,     ,     
  344,19570803,     ,     
  344,19570804,     ,     
  344,19570805,     ,     
  344,19570806,     ,     
  344,19570807,     ,     
  344,19570808,     ,     
  344,19570809,     ,     
  344,19570810,     ,     
  344,19570811,     ,     
  344,19570812,     ,     
  344,19570813,     ,     
  344,19570814,     ,     
  344,19570815,     ,     
  344,19570816,     ,     
  344,19570817,     ,     
  344,19570818,     ,     
  344,19570819,     ,     
  344,19570820,     ,     
  344,19570821,     ,     
  344,19570822,     ,     
  344,19570823,     ,     
  344,19570824,     ,     
  344,19570825,     ,     
  344,19570826,     ,     
  344,19570827,     ,     
  344,19570828,     ,     
  344,19570829,     ,     
  344,19570830,     ,     
  344,19570831,     ,     
  344,19570901,     ,     
  344,19570902,     ,     
  344,19570903,     ,     
  344,19570904,     ,     
  344,19570905,     ,     
  344,19570906,     ,     
  344,19570907,     ,     
  344,19570908,     ,     
  344,19570909,     ,     
  344,19570910,     ,     
  344,19570911,     ,     
  344,19570912,     ,     
  344,19570913,     ,     
  344,19570914,     ,     
  344,19570915,     ,     
  344,19570916,     ,     
  344,19570917,     ,     
  344,19570918,     ,     
  344,19570919,     ,     
  344,19570920,     ,     
  344,19570921,     ,     
  344,19570922,     ,     
  344,19570923,     ,     
  344,19570924,     ,     
  344,19570925,     ,     
  344,19570926,     ,     
  344,19570927,     ,     
  344,19570928,     ,     
  344,19570929,     ,     
  344,19570930,     ,     
  344,19571001,     ,     
  344,19571002,     ,     
  344,19571003,     ,     
  344,19571004,     ,     
  344,19571005,     ,     
  344,19571006,     ,     
  344,19571007,     ,     
  344,19571008,     ,     
  344,19571009,     ,     
  344,19571010,     ,     
  344,19571011,     ,     
  344,19571012,     ,     
  344,19571013,     ,     
  344,19571014,     ,     
  344,19571015,     ,     
  344,19571016,     ,     
  344,19571017,     ,     
  344,19571018,     ,     
  344,19571019,     ,     
  344,19571020,     ,     
  344,19571021,     ,     
  344,19571022,     ,     
  344,19571023,     ,     
  344,19571024,     ,     
  344,19571025,     ,     
  344,19571026,     ,     
  344,19571027,     ,     
  344,19571028,     ,     
  344,19571029,     ,     
  344,19571030,     ,     
  344,19571031,     ,     
  344,19571101,     ,     
  344,19571102,     ,     
  344,19571103,     ,     
  344,19571104,     ,     
  344,19571105,     ,     
  344,19571106,     ,     
  344,19571107,     ,     
  344,19571108,     ,     
  344,19571109,     ,     
  344,19571110,     ,     
  344,19571111,     ,     
  344,19571112,     ,     
  344,19571113,     ,     
  344,19571114,     ,     
  344,19571115,     ,     
  344,19571116,     ,     
  344,19571117,     ,     
  344,19571118,     ,     
  344,19571119,     ,     
  344,19571120,     ,     
  344,19571121,     ,     
  344,19571122,     ,     
  344,19571123,     ,     
  344,19571124,     ,     
  344,19571125,     ,     
  344,19571126,     ,     
  344,19571127,     ,     
  344,19571128,     ,     
  344,19571129,     ,     
  344,19571130,     ,     
  344,19571201,     ,     
  344,19571202,     ,     
  344,19571203,     ,     
  344,19571204,     ,     
  344,19571205,     ,     
  344,19571206,     ,     
  344,19571207,     ,     
  344,19571208,     ,     
  344,19571209,     ,     
  344,19571210,     ,     
  344,19571211,     ,     
  344,19571212,     ,     
  344,19571213,     ,     
  344,19571214,     ,     
  344,19571215,     ,     
  344,19571216,     ,     
  344,19571217,     ,     
  344,19571218,     ,     
  344,19571219,     ,     
  344,19571220,     ,     
  344,19571221,     ,     
  344,19571222,     ,     
  344,19571223,     ,     
  344,19571224,     ,     
  344,19571225,     ,     
  344,19571226,     ,     
  344,19571227,     ,     
  344,19571228,     ,     
  344,19571229,     ,     
  344,19571230,     ,     
  344,19571231,     ,     
  344,19580101,     ,     
  344,19580102,     ,     
  344,19580103,     ,     
  344,19580104,     ,     
  344,19580105,     ,     
  344,19580106,     ,     
  344,19580107,     ,     
  344,19580108,     ,     
  344,19580109,     ,     
  344,19580110,     ,     
  344,19580111,     ,     
  344,19580112,     ,     
  344,19580113,     ,     
  344,19580114,     ,     
  344,19580115,     ,     
  344,19580116,     ,     
  344,19580117,     ,     
  344,19580118,     ,     
  344,19580119,     ,     
  344,19580120,     ,     
  344,19580121,     ,     
  344,19580122,     ,     
  344,19580123,     ,     
  344,19580124,     ,     
  344,19580125,     ,     
  344,19580126,     ,     
  344,19580127,     ,     
  344,19580128,     ,     
  344,19580129,     ,     
  344,19580130,     ,     
  344,19580131,     ,     
  344,19580201,     ,     
  344,19580202,     ,     
  344,19580203,     ,     
  344,19580204,     ,     
  344,19580205,     ,     
  344,19580206,     ,     
  344,19580207,     ,     
  344,19580208,     ,     
  344,19580209,     ,     
  344,19580210,     ,     
  344,19580211,     ,     
  344,19580212,     ,     
  344,19580213,     ,     
  344,19580214,     ,     
  344,19580215,     ,     
  344,19580216,     ,     
  344,19580217,     ,     
  344,19580218,     ,     
  344,19580219,     ,     
  344,19580220,     ,     
  344,19580221,     ,     
  344,19580222,     ,     
  344,19580223,     ,     
  344,19580224,     ,     
  344,19580225,     ,     
  344,19580226,     ,     
  344,19580227,     ,     
  344,19580228,     ,     
  344,19580301,     ,     
  344,19580302,     ,     
  344,19580303,     ,     
  344,19580304,     ,     
  344,19580305,     ,     
  344,19580306,     ,     
  344,19580307,     ,     
  344,19580308,     ,     
  344,19580309,     ,     
  344,19580310,     ,     
  344,19580311,     ,     
  344,19580312,     ,     
  344,19580313,     ,     
  344,19580314,     ,     
  344,19580315,     ,     
  344,19580316,     ,     
  344,19580317,     ,     
  344,19580318,     ,     
  344,19580319,     ,     
  344,19580320,     ,     
  344,19580321,     ,     
  344,19580322,     ,     
  344,19580323,     ,     
  344,19580324,     ,     
  344,19580325,     ,     
  344,19580326,     ,     
  344,19580327,     ,     
  344,19580328,     ,     
  344,19580329,     ,     
  344,19580330,     ,     
  344,19580331,     ,     
  344,19580401,     ,     
  344,19580402,     ,     
  344,19580403,     ,     
  344,19580404,     ,     
  344,19580405,     ,     
  344,19580406,     ,     
  344,19580407,     ,     
  344,19580408,     ,     
  344,19580409,     ,     
  344,19580410,     ,     
  344,19580411,     ,     
  344,19580412,     ,     
  344,19580413,     ,     
  344,19580414,     ,     
  344,19580415,     ,     
  344,19580416,     ,     
  344,19580417,     ,     
  344,19580418,     ,     
  344,19580419,     ,     
  344,19580420,     ,     
  344,19580421,     ,     
  344,19580422,     ,     
  344,19580423,     ,     
  344,19580424,     ,     
  344,19580425,     ,     
  344,19580426,     ,     
  344,19580427,     ,     
  344,19580428,     ,     
  344,19580429,     ,     
  344,19580430,     ,     
  344,19580501,     ,     
  344,19580502,     ,     
  344,19580503,     ,     
  344,19580504,     ,     
  344,19580505,     ,     
  344,19580506,     ,     
  344,19580507,     ,     
  344,19580508,     ,     
  344,19580509,     ,     
  344,19580510,     ,     
  344,19580511,     ,     
  344,19580512,     ,     
  344,19580513,     ,     
  344,19580514,     ,     
  344,19580515,     ,     
  344,19580516,     ,     
  344,19580517,     ,     
  344,19580518,     ,     
  344,19580519,     ,     
  344,19580520,     ,     
  344,19580521,     ,     
  344,19580522,     ,     
  344,19580523,     ,     
  344,19580524,     ,     
  344,19580525,     ,     
  344,19580526,     ,     
  344,19580527,     ,     
  344,19580528,     ,     
  344,19580529,     ,     
  344,19580530,     ,     
  344,19580531,     ,     
  344,19580601,     ,     
  344,19580602,     ,     
  344,19580603,     ,     
  344,19580604,     ,     
  344,19580605,     ,     
  344,19580606,     ,     
  344,19580607,     ,     
  344,19580608,     ,     
  344,19580609,     ,     
  344,19580610,     ,     
  344,19580611,     ,     
  344,19580612,     ,     
  344,19580613,     ,     
  344,19580614,     ,     
  344,19580615,     ,     
  344,19580616,     ,     
  344,19580617,     ,     
  344,19580618,     ,     
  344,19580619,     ,     
  344,19580620,     ,     
  344,19580621,     ,     
  344,19580622,     ,     
  344,19580623,     ,     
  344,19580624,     ,     
  344,19580625,     ,     
  344,19580626,     ,     
  344,19580627,     ,     
  344,19580628,     ,     
  344,19580629,     ,     
  344,19580630,     ,     
  344,19580701,     ,     
  344,19580702,     ,     
  344,19580703,     ,     
  344,19580704,     ,     
  344,19580705,     ,     
  344,19580706,     ,     
  344,19580707,     ,     
  344,19580708,     ,     
  344,19580709,     ,     
  344,19580710,     ,     
  344,19580711,     ,     
  344,19580712,     ,     
  344,19580713,     ,     
  344,19580714,     ,     
  344,19580715,     ,     
  344,19580716,     ,     
  344,19580717,     ,     
  344,19580718,     ,     
  344,19580719,     ,     
  344,19580720,     ,     
  344,19580721,     ,     
  344,19580722,     ,     
  344,19580723,     ,     
  344,19580724,     ,     
  344,19580725,     ,     
  344,19580726,     ,     
  344,19580727,     ,     
  344,19580728,     ,     
  344,19580729,     ,     
  344,19580730,     ,     
  344,19580731,     ,     
  344,19580801,     ,     
  344,19580802,     ,     
  344,19580803,     ,     
  344,19580804,     ,     
  344,19580805,     ,     
  344,19580806,     ,     
  344,19580807,     ,     
  344,19580808,     ,     
  344,19580809,     ,     
  344,19580810,     ,     
  344,19580811,     ,     
  344,19580812,     ,     
  344,19580813,     ,     
  344,19580814,     ,     
  344,19580815,     ,     
  344,19580816,     ,     
  344,19580817,     ,     
  344,19580818,     ,     
  344,19580819,     ,     
  344,19580820,     ,     
  344,19580821,     ,     
  344,19580822,     ,     
  344,19580823,     ,     
  344,19580824,     ,     
  344,19580825,     ,     
  344,19580826,     ,     
  344,19580827,     ,     
  344,19580828,     ,     
  344,19580829,     ,     
  344,19580830,     ,     
  344,19580831,     ,     
  344,19580901,     ,     
  344,19580902,     ,     
  344,19580903,     ,     
  344,19580904,     ,     
  344,19580905,     ,     
  344,19580906,     ,     
  344,19580907,     ,     
  344,19580908,     ,     
  344,19580909,     ,     
  344,19580910,     ,     
  344,19580911,     ,     
  344,19580912,     ,     
  344,19580913,     ,     
  344,19580914,     ,     
  344,19580915,     ,     
  344,19580916,     ,     
  344,19580917,     ,     
  344,19580918,     ,     
  344,19580919,     ,     
  344,19580920,     ,     
  344,19580921,     ,     
  344,19580922,     ,     
  344,19580923,     ,     
  344,19580924,     ,     
  344,19580925,     ,     
  344,19580926,     ,     
  344,19580927,     ,     
  344,19580928,     ,     
  344,19580929,     ,     
  344,19580930,     ,     
  344,19581001,     ,     
  344,19581002,     ,     
  344,19581003,     ,     
  344,19581004,     ,     
  344,19581005,     ,     
  344,19581006,     ,     
  344,19581007,     ,     
  344,19581008,     ,     
  344,19581009,     ,     
  344,19581010,     ,     
  344,19581011,     ,     
  344,19581012,     ,     
  344,19581013,     ,     
  344,19581014,     ,     
  344,19581015,     ,     
  344,19581016,     ,     
  344,19581017,     ,     
  344,19581018,     ,     
  344,19581019,     ,     
  344,19581020,     ,     
  344,19581021,     ,     
  344,19581022,     ,     
  344,19581023,     ,     
  344,19581024,     ,     
  344,19581025,     ,     
  344,19581026,     ,     
  344,19581027,     ,     
  344,19581028,     ,     
  344,19581029,     ,     
  344,19581030,     ,     
  344,19581031,     ,     
  344,19581101,     ,     
  344,19581102,     ,     
  344,19581103,     ,     
  344,19581104,     ,     
  344,19581105,     ,     
  344,19581106,     ,     
  344,19581107,     ,     
  344,19581108,     ,     
  344,19581109,     ,     
  344,19581110,     ,     
  344,19581111,     ,     
  344,19581112,     ,     
  344,19581113,     ,     
  344,19581114,     ,     
  344,19581115,     ,     
  344,19581116,     ,     
  344,19581117,     ,     
  344,19581118,     ,     
  344,19581119,     ,     
  344,19581120,     ,     
  344,19581121,     ,     
  344,19581122,     ,     
  344,19581123,     ,     
  344,19581124,     ,     
  344,19581125,     ,     
  344,19581126,     ,     
  344,19581127,     ,     
  344,19581128,     ,     
  344,19581129,     ,     
  344,19581130,     ,     
  344,19581201,     ,     
  344,19581202,     ,     
  344,19581203,     ,     
  344,19581204,     ,     
  344,19581205,     ,     
  344,19581206,     ,     
  344,19581207,     ,     
  344,19581208,     ,     
  344,19581209,     ,     
  344,19581210,     ,     
  344,19581211,     ,     
  344,19581212,     ,     
  344,19581213,     ,     
  344,19581214,     ,     
  344,19581215,     ,     
  344,19581216,     ,     
  344,19581217,     ,     
  344,19581218,     ,     
  344,19581219,     ,     
  344,19581220,     ,     
  344,19581221,     ,     
  344,19581222,     ,     
  344,19581223,     ,     
  344,19581224,     ,     
  344,19581225,     ,     
  344,19581226,     ,     
  344,19581227,     ,     
  344,19581228,     ,     
  344,19581229,     ,     
  344,19581230,     ,     
  344,19581231,     ,     
  344,19590101,     ,     
  344,19590102,     ,     
  344,19590103,     ,     
  344,19590104,     ,     
  344,19590105,     ,     
  344,19590106,     ,     
  344,19590107,     ,     
  344,19590108,     ,     
  344,19590109,     ,     
  344,19590110,     ,     
  344,19590111,     ,     
  344,19590112,     ,     
  344,19590113,     ,     
  344,19590114,     ,     
  344,19590115,     ,     
  344,19590116,     ,     
  344,19590117,     ,     
  344,19590118,     ,     
  344,19590119,     ,     
  344,19590120,     ,     
  344,19590121,     ,     
  344,19590122,     ,     
  344,19590123,     ,     
  344,19590124,     ,     
  344,19590125,     ,     
  344,19590126,     ,     
  344,19590127,     ,     
  344,19590128,     ,     
  344,19590129,     ,     
  344,19590130,     ,     
  344,19590131,     ,     
  344,19590201,     ,     
  344,19590202,     ,     
  344,19590203,     ,     
  344,19590204,     ,     
  344,19590205,     ,     
  344,19590206,     ,     
  344,19590207,     ,     
  344,19590208,     ,     
  344,19590209,     ,     
  344,19590210,     ,     
  344,19590211,     ,     
  344,19590212,     ,     
  344,19590213,     ,     
  344,19590214,     ,     
  344,19590215,     ,     
  344,19590216,     ,     
  344,19590217,     ,     
  344,19590218,     ,     
  344,19590219,     ,     
  344,19590220,     ,     
  344,19590221,     ,     
  344,19590222,     ,     
  344,19590223,     ,     
  344,19590224,     ,     
  344,19590225,     ,     
  344,19590226,     ,     
  344,19590227,     ,     
  344,19590228,     ,     
  344,19590301,     ,     
  344,19590302,     ,     
  344,19590303,     ,     
  344,19590304,     ,     
  344,19590305,     ,     
  344,19590306,     ,     
  344,19590307,     ,     
  344,19590308,     ,     
  344,19590309,     ,     
  344,19590310,     ,     
  344,19590311,     ,     
  344,19590312,     ,     
  344,19590313,     ,     
  344,19590314,     ,     
  344,19590315,     ,     
  344,19590316,     ,     
  344,19590317,     ,     
  344,19590318,     ,     
  344,19590319,     ,     
  344,19590320,     ,     
  344,19590321,     ,     
  344,19590322,     ,     
  344,19590323,     ,     
  344,19590324,     ,     
  344,19590325,     ,     
  344,19590326,     ,     
  344,19590327,     ,     
  344,19590328,     ,     
  344,19590329,     ,     
  344,19590330,     ,     
  344,19590331,     ,     
  344,19590401,     ,     
  344,19590402,     ,     
  344,19590403,     ,     
  344,19590404,     ,     
  344,19590405,     ,     
  344,19590406,     ,     
  344,19590407,     ,     
  344,19590408,     ,     
  344,19590409,     ,     
  344,19590410,     ,     
  344,19590411,     ,     
  344,19590412,     ,     
  344,19590413,     ,     
  344,19590414,     ,     
  344,19590415,     ,     
  344,19590416,     ,     
  344,19590417,     ,     
  344,19590418,     ,     
  344,19590419,     ,     
  344,19590420,     ,     
  344,19590421,     ,     
  344,19590422,     ,     
  344,19590423,     ,     
  344,19590424,     ,     
  344,19590425,     ,     
  344,19590426,     ,     
  344,19590427,     ,     
  344,19590428,     ,     
  344,19590429,     ,     
  344,19590430,     ,     
  344,19590501,     ,     
  344,19590502,     ,     
  344,19590503,     ,     
  344,19590504,     ,     
  344,19590505,     ,     
  344,19590506,     ,     
  344,19590507,     ,     
  344,19590508,     ,     
  344,19590509,     ,     
  344,19590510,     ,     
  344,19590511,     ,     
  344,19590512,     ,     
  344,19590513,     ,     
  344,19590514,     ,     
  344,19590515,     ,     
  344,19590516,     ,     
  344,19590517,     ,     
  344,19590518,     ,     
  344,19590519,     ,     
  344,19590520,     ,     
  344,19590521,     ,     
  344,19590522,     ,     
  344,19590523,     ,     
  344,19590524,     ,     
  344,19590525,     ,     
  344,19590526,     ,     
  344,19590527,     ,     
  344,19590528,     ,     
  344,19590529,     ,     
  344,19590530,     ,     
  344,19590531,     ,     
  344,19590601,     ,     
  344,19590602,     ,     
  344,19590603,     ,     
  344,19590604,     ,     
  344,19590605,     ,     
  344,19590606,     ,     
  344,19590607,     ,     
  344,19590608,     ,     
  344,19590609,     ,     
  344,19590610,     ,     
  344,19590611,     ,     
  344,19590612,     ,     
  344,19590613,     ,     
  344,19590614,     ,     
  344,19590615,     ,     
  344,19590616,     ,     
  344,19590617,     ,     
  344,19590618,     ,     
  344,19590619,     ,     
  344,19590620,     ,     
  344,19590621,     ,     
  344,19590622,     ,     
  344,19590623,     ,     
  344,19590624,     ,     
  344,19590625,     ,     
  344,19590626,     ,     
  344,19590627,     ,     
  344,19590628,     ,     
  344,19590629,     ,     
  344,19590630,     ,     
  344,19590701,     ,     
  344,19590702,     ,     
  344,19590703,     ,     
  344,19590704,     ,     
  344,19590705,     ,     
  344,19590706,     ,     
  344,19590707,     ,     
  344,19590708,     ,     
  344,19590709,     ,     
  344,19590710,     ,     
  344,19590711,     ,     
  344,19590712,     ,     
  344,19590713,     ,     
  344,19590714,     ,     
  344,19590715,     ,     
  344,19590716,     ,     
  344,19590717,     ,     
  344,19590718,     ,     
  344,19590719,     ,     
  344,19590720,     ,     
  344,19590721,     ,     
  344,19590722,     ,     
  344,19590723,     ,     
  344,19590724,     ,     
  344,19590725,     ,     
  344,19590726,     ,     
  344,19590727,     ,     
  344,19590728,     ,     
  344,19590729,     ,     
  344,19590730,     ,     
  344,19590731,     ,     
  344,19590801,     ,     
  344,19590802,     ,     
  344,19590803,     ,     
  344,19590804,     ,     
  344,19590805,     ,     
  344,19590806,     ,     
  344,19590807,     ,     
  344,19590808,     ,     
  344,19590809,     ,     
  344,19590810,     ,     
  344,19590811,     ,     
  344,19590812,     ,     
  344,19590813,     ,     
  344,19590814,     ,     
  344,19590815,     ,     
  344,19590816,     ,     
  344,19590817,     ,     
  344,19590818,     ,     
  344,19590819,     ,     
  344,19590820,     ,     
  344,19590821,     ,     
  344,19590822,     ,     
  344,19590823,     ,     
  344,19590824,     ,     
  344,19590825,     ,     
  344,19590826,     ,     
  344,19590827,     ,     
  344,19590828,     ,     
  344,19590829,     ,     
  344,19590830,     ,     
  344,19590831,     ,     
  344,19590901,     ,     
  344,19590902,     ,     
  344,19590903,     ,     
  344,19590904,     ,     
  344,19590905,     ,     
  344,19590906,     ,     
  344,19590907,     ,     
  344,19590908,     ,     
  344,19590909,     ,     
  344,19590910,     ,     
  344,19590911,     ,     
  344,19590912,     ,     
  344,19590913,     ,     
  344,19590914,     ,     
  344,19590915,     ,     
  344,19590916,     ,     
  344,19590917,     ,     
  344,19590918,     ,     
  344,19590919,     ,     
  344,19590920,     ,     
  344,19590921,     ,     
  344,19590922,     ,     
  344,19590923,     ,     
  344,19590924,     ,     
  344,19590925,     ,     
  344,19590926,     ,     
  344,19590927,     ,     
  344,19590928,     ,     
  344,19590929,     ,     
  344,19590930,     ,     
  344,19591001,     ,     
  344,19591002,     ,     
  344,19591003,     ,     
  344,19591004,     ,     
  344,19591005,     ,     
  344,19591006,     ,     
  344,19591007,     ,     
  344,19591008,     ,     
  344,19591009,     ,     
  344,19591010,     ,     
  344,19591011,     ,     
  344,19591012,     ,     
  344,19591013,     ,     
  344,19591014,     ,     
  344,19591015,     ,     
  344,19591016,     ,     
